
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,ID,
2.00107,8.92188,16.3066,um,Surface,BoundingBoxOO Length,1,3129,
2.00515,8.58984,12.6504,um,Surface,BoundingBoxOO Length,1,3130,
2.00282,4.85547,10.1055,um,Surface,BoundingBoxOO Length,1,3131,
2.00339,7.97266,14.2227,um,Surface,BoundingBoxOO Length,1,3132,
2.00183,5.1875,10.7891,um,Surface,BoundingBoxOO Length,1,3133,
2.0089,2.98438,3.99219,um,Surface,BoundingBoxOO Length,1,3134,
2.00208,7.85547,20.4141,um,Surface,BoundingBoxOO Length,1,3135,
2.00081,17.0234,21.1484,um,Surface,BoundingBoxOO Length,1,3136,
2.00043,6.49219,11.4258,um,Surface,BoundingBoxOO Length,1,3137,
2.003,6.91992,13.293,um,Surface,BoundingBoxOO Length,1,3138,
2.00101,10.8633,12.0938,um,Surface,BoundingBoxOO Length,1,3139,
2.01011,4.60352,8.125,um,Surface,BoundingBoxOO Length,1,3140,
2.0072,6.16406,7.27734,um,Surface,BoundingBoxOO Length,1,3141,
2.00184,7.94141,13.041,um,Surface,BoundingBoxOO Length,1,3142,
2.0004,18.7188,23.0977,um,Surface,BoundingBoxOO Length,1,3143,
2.0034,5.25,7.17578,um,Surface,BoundingBoxOO Length,1,3144,
2.00091,32.6113,38.8984,um,Surface,BoundingBoxOO Length,1,3145,
2.00227,10.3594,11.7109,um,Surface,BoundingBoxOO Length,1,3146,
2.00254,6.80469,9.35938,um,Surface,BoundingBoxOO Length,1,3147,
2.00094,30.3086,62.252,um,Surface,BoundingBoxOO Length,1,3148,
2.00345,5.29688,6.64844,um,Surface,BoundingBoxOO Length,1,3149,
2.00201,5.82813,8.91016,um,Surface,BoundingBoxOO Length,1,3150,
2.00063,5.83594,11.3633,um,Surface,BoundingBoxOO Length,1,3151,
2.00296,10.8125,20.1055,um,Surface,BoundingBoxOO Length,1,3152,
2.01762,3.8125,3.88672,um,Surface,BoundingBoxOO Length,1,3153,
2.00107,8.26172,12.5781,um,Surface,BoundingBoxOO Length,1,3154,
2.00352,6.18359,14.6133,um,Surface,BoundingBoxOO Length,1,3155,
2.00238,6.41211,11.8633,um,Surface,BoundingBoxOO Length,1,3156,
2.00036,83.1875,108.412,um,Surface,BoundingBoxOO Length,1,3157,
2.00709,4.28125,5.13086,um,Surface,BoundingBoxOO Length,1,3158,
2.00366,8.49219,15.9258,um,Surface,BoundingBoxOO Length,1,3159,
2.00186,11.5781,13.25,um,Surface,BoundingBoxOO Length,1,3160,
2.00657,4.2832,7.04688,um,Surface,BoundingBoxOO Length,1,3161,
2.0015,13.5449,16.3516,um,Surface,BoundingBoxOO Length,1,3162,
2.00101,15.3184,24.0234,um,Surface,BoundingBoxOO Length,1,3163,
2.00215,18.4805,33.3086,um,Surface,BoundingBoxOO Length,1,3164,
2.00082,18.8984,25.5625,um,Surface,BoundingBoxOO Length,1,3165,
2.00224,6.13672,13.6328,um,Surface,BoundingBoxOO Length,1,3166,
2.00056,23.3594,37.168,um,Surface,BoundingBoxOO Length,1,3167,
2.00164,8.46875,10.8398,um,Surface,BoundingBoxOO Length,1,3168,
2.00065,17.1133,21.5039,um,Surface,BoundingBoxOO Length,1,3169,
2.00255,9.22656,10.623,um,Surface,BoundingBoxOO Length,1,3170,
2.00428,5.12109,6.74219,um,Surface,BoundingBoxOO Length,1,3171,
2.01029,5.31836,12.2891,um,Surface,BoundingBoxOO Length,1,3172,
2.00019,32.4512,43.6328,um,Surface,BoundingBoxOO Length,1,3173,
2.01227,4.09375,4.74609,um,Surface,BoundingBoxOO Length,1,3174,
2.00332,7.63867,14.6328,um,Surface,BoundingBoxOO Length,1,3175,
2.00153,6.7832,8.13281,um,Surface,BoundingBoxOO Length,1,3176,
2.00188,6.3457,11.2539,um,Surface,BoundingBoxOO Length,1,3177,
2.00429,5.8457,7.16016,um,Surface,BoundingBoxOO Length,1,3178,
2.00068,22.5664,27.7578,um,Surface,BoundingBoxOO Length,1,3179,
2.0021,6.52734,9.90039,um,Surface,BoundingBoxOO Length,1,3180,
2.00224,11.6094,21.6172,um,Surface,BoundingBoxOO Length,1,3181,
2.0021,10.2344,13.4375,um,Surface,BoundingBoxOO Length,1,3182,
2.00026,43.4355,74.3164,um,Surface,BoundingBoxOO Length,1,3183,
2.00385,6,10.3203,um,Surface,BoundingBoxOO Length,1,3184,
2.00439,5.59766,7.62891,um,Surface,BoundingBoxOO Length,1,3185,
2.00626,4.05469,9.11328,um,Surface,BoundingBoxOO Length,1,3186,
2.00344,6.29688,17.3184,um,Surface,BoundingBoxOO Length,1,3187,
2.00059,12.0039,16.9746,um,Surface,BoundingBoxOO Length,1,3188,
2.00091,14.082,28.5078,um,Surface,BoundingBoxOO Length,1,3189,
2.00146,6.86328,10.9609,um,Surface,BoundingBoxOO Length,1,3190,
2.00256,12.3633,18.3223,um,Surface,BoundingBoxOO Length,1,3191,
2.00089,37.8633,48.5156,um,Surface,BoundingBoxOO Length,1,3192,
2.00237,5.22656,7.48047,um,Surface,BoundingBoxOO Length,1,3193,
2.00088,9.13281,22.5273,um,Surface,BoundingBoxOO Length,1,3194,
2.00134,15.1426,19.1406,um,Surface,BoundingBoxOO Length,1,3195,
2.00064,39.7402,58.4492,um,Surface,BoundingBoxOO Length,1,3196,
2.00042,37.9492,51.0938,um,Surface,BoundingBoxOO Length,1,3197,
2.0025,8.66406,14.8477,um,Surface,BoundingBoxOO Length,1,3198,
2.00071,13.1602,18.6914,um,Surface,BoundingBoxOO Length,1,3199,
2.00238,12.8633,17.8633,um,Surface,BoundingBoxOO Length,1,3200,
2.00242,10.1992,14.9258,um,Surface,BoundingBoxOO Length,1,3201,
2.00538,6.71484,8.60742,um,Surface,BoundingBoxOO Length,1,3202,
2.00097,14.9141,17.3516,um,Surface,BoundingBoxOO Length,1,3203,
2.00237,14.0117,24.4629,um,Surface,BoundingBoxOO Length,1,3204,
2.00162,7.29688,14.8125,um,Surface,BoundingBoxOO Length,1,3205,
2.00323,8.94141,18.6719,um,Surface,BoundingBoxOO Length,1,3206,
2.00398,4.05078,5.95313,um,Surface,BoundingBoxOO Length,1,3207,
2.00483,7.60742,11.2969,um,Surface,BoundingBoxOO Length,1,3208,
2.00227,7.14063,14.5176,um,Surface,BoundingBoxOO Length,1,3209,
2.00845,4.50781,7.37891,um,Surface,BoundingBoxOO Length,1,3210,
2.00142,4.82813,5.00586,um,Surface,BoundingBoxOO Length,1,3211,
2.00143,4.46484,5.74219,um,Surface,BoundingBoxOO Length,1,3212,
2.01073,4.52734,5.16016,um,Surface,BoundingBoxOO Length,1,3213,
2.00133,13.25,17.1172,um,Surface,BoundingBoxOO Length,1,3214,
2.02695,3.85156,7.03906,um,Surface,BoundingBoxOO Length,1,3215,
2.00181,6.78906,16.2695,um,Surface,BoundingBoxOO Length,1,3216,
2.00076,9.76953,24.3555,um,Surface,BoundingBoxOO Length,1,3217,
2.002,5.28516,7.19922,um,Surface,BoundingBoxOO Length,1,3218,
2.0035,7.03516,9.56445,um,Surface,BoundingBoxOO Length,1,3219,
2.00129,5.90234,13.3516,um,Surface,BoundingBoxOO Length,1,3220,
2.00193,9.24414,11.0547,um,Surface,BoundingBoxOO Length,1,3221,
2.00332,6.76953,16.8418,um,Surface,BoundingBoxOO Length,1,3222,
2.011,4.05078,4.33984,um,Surface,BoundingBoxOO Length,1,3223,
2.03585,2.74805,6.39063,um,Surface,BoundingBoxOO Length,1,3224,
2.00674,6.75781,11.3965,um,Surface,BoundingBoxOO Length,1,3225,
