
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,ID,
49957.4,38343.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2688,
50120.5,38174.8,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2689,
50470.5,37829.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2690,
49803.5,38399.9,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2691,
49746.5,38458.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2692,
49949.8,38262.5,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2693,
49802.2,38406.9,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2694,
50454,37759.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2695,
49988.7,38228,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2696,
50463.1,37750.9,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2697,
49974.9,38241.4,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2698,
49929,38294,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2699,
50216.6,38006.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2700,
50281.6,37945.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2701,
49872.8,38353.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2702,
50097.6,38130.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2703,
50197.2,38036,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2704,
49897.8,38337,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2705,
50218.9,38027.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2706,
49967,38277.6,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2707,
50451.9,37800.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2708,
49747.9,38501.6,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2709,
50319,37778.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2710,
50453,37671.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2711,
50238.9,37884.8,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2712,
50117.4,38020.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2713,
49829.2,38313.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2714,
50096.6,38048.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2715,
49896.9,38267.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2716,
50305.9,37853.8,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2717,
50434.8,37731.5,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2718,
49892.7,38276.8,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2719,
49886.6,38286.7,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2720,
49902.7,38282.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2721,
49929.3,38245.4,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2722,
50094.6,38090.6,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2723,
50193.6,37998.6,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2724,
50103.2,38084.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2725,
50188.9,38006.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2726,
50330.3,37666.7,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2727,
50392.7,37607.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2728,
50251,37765.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2729,
50340.9,37681.4,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2730,
50350.7,37679.6,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2731,
50363.5,37670.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2732,
50343.8,37695.6,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2733,
50346.8,37704,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2734,
50422.8,37650.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2735,
50370.4,37721.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2736,
50475.2,37390.9,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2737,
50292.5,37561,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2738,
50400.2,37454.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2739,
50520.7,37333.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2740,
50127.4,37740.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2741,
50463.2,37409.7,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2742,
50507.5,37376.6,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2743,
50472.8,37410,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2744,
50369.7,37509,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2745,
50367.1,37519.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2746,
50515.9,37399.1,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2747,
50497.8,37422.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2748,
50498.6,37438.9,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2749,
50511.7,37422.3,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2750,
50369.6,37566.2,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2751,
50507.8,37429.9,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2752,
50528.4,37407,0.5,um,Surface,1,Center of Image Mass,Image 1,1,2753,
