
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,ID,
1.06516e-12,-2.85104e-12,1,um,Surface,Ellipsoid Axis A,1,3080,
5.45335e-13,-4.21193e-13,1,um,Surface,Ellipsoid Axis A,1,3081,
-1.26452e-11,-6.45231e-14,1,um,Surface,Ellipsoid Axis A,1,3082,
-3.50719e-12,-5.74822e-13,1,um,Surface,Ellipsoid Axis A,1,3083,
8.53175e-12,4.70763e-12,1,um,Surface,Ellipsoid Axis A,1,3084,
6.3532e-12,6.66167e-12,1,um,Surface,Ellipsoid Axis A,1,3085,
-2.68197e-11,6.94269e-12,1,um,Surface,Ellipsoid Axis A,1,3086,
1.90295e-12,6.73158e-13,1,um,Surface,Ellipsoid Axis A,1,3087,
3.9964e-12,1.2941e-11,1,um,Surface,Ellipsoid Axis A,1,3088,
-8.28885e-13,-7.6241e-13,1,um,Surface,Ellipsoid Axis A,1,3089,
-1.50848e-12,-2.4334e-12,1,um,Surface,Ellipsoid Axis A,1,3090,
-3.93266e-12,-4.28109e-13,1,um,Surface,Ellipsoid Axis A,1,3091,
-1.95765e-12,1.65505e-13,1,um,Surface,Ellipsoid Axis A,1,3092,
0,0,1,um,Surface,Ellipsoid Axis A,1,3093,
3.19807e-13,6.02123e-11,1,um,Surface,Ellipsoid Axis A,1,3094,
4.16938e-12,-4.39061e-12,1,um,Surface,Ellipsoid Axis A,1,3095,
1.3082e-11,5.59451e-12,1,um,Surface,Ellipsoid Axis A,1,3096,
-2.63812e-12,-1.08806e-12,1,um,Surface,Ellipsoid Axis A,1,3097,
-6.67896e-14,-2.77511e-12,1,um,Surface,Ellipsoid Axis A,1,3098,
2.41237e-12,-1.63945e-11,1,um,Surface,Ellipsoid Axis A,1,3099,
-1.83964e-11,1.25189e-11,1,um,Surface,Ellipsoid Axis A,1,3100,
-5.60539e-12,-9.55695e-13,1,um,Surface,Ellipsoid Axis A,1,3101,
-4.73594e-12,1.02689e-11,1,um,Surface,Ellipsoid Axis A,1,3102,
2.17218e-12,2.57791e-13,1,um,Surface,Ellipsoid Axis A,1,3103,
-9.58144e-13,8.7384e-13,1,um,Surface,Ellipsoid Axis A,1,3104,
2.06268e-12,-9.88816e-13,1,um,Surface,Ellipsoid Axis A,1,3105,
-3.83738e-12,9.541e-13,1,um,Surface,Ellipsoid Axis A,1,3106,
3.875e-12,-2.36531e-12,1,um,Surface,Ellipsoid Axis A,1,3107,
-6.19577e-12,7.71221e-13,1,um,Surface,Ellipsoid Axis A,1,3108,
2.261e-11,-1.68096e-11,1,um,Surface,Ellipsoid Axis A,1,3109,
-1.20643e-12,-3.21191e-12,1,um,Surface,Ellipsoid Axis A,1,3110,
8.07761e-13,-1.41236e-12,1,um,Surface,Ellipsoid Axis A,1,3111,
-1.99202e-12,2.19659e-12,1,um,Surface,Ellipsoid Axis A,1,3112,
4.96812e-13,7.30908e-12,1,um,Surface,Ellipsoid Axis A,1,3113,
-6.35147e-14,-1.13268e-11,1,um,Surface,Ellipsoid Axis A,1,3114,
1.67943e-12,-9.8179e-12,1,um,Surface,Ellipsoid Axis A,1,3115,
5.87634e-12,-5.71994e-12,1,um,Surface,Ellipsoid Axis A,1,3116,
-1.73768e-12,-3.76371e-13,1,um,Surface,Ellipsoid Axis A,1,3117,
7.25996e-13,-5.26853e-13,1,um,Surface,Ellipsoid Axis A,1,3118,
2.22118e-12,2.13988e-12,1,um,Surface,Ellipsoid Axis A,1,3119,
-9.95234e-13,5.01425e-12,1,um,Surface,Ellipsoid Axis A,1,3120,
0,0,1,um,Surface,Ellipsoid Axis A,1,3121,
4.02365e-13,-2.66934e-12,1,um,Surface,Ellipsoid Axis A,1,3122,
-1.59983e-12,-4.57168e-12,1,um,Surface,Ellipsoid Axis A,1,3123,
7.32127e-13,-7.24308e-13,1,um,Surface,Ellipsoid Axis A,1,3124,
-2.18488e-11,2.36631e-12,1,um,Surface,Ellipsoid Axis A,1,3125,
-3.74351e-13,-1.51985e-12,1,um,Surface,Ellipsoid Axis A,1,3126,
5.49405e-12,8.70268e-12,1,um,Surface,Ellipsoid Axis A,1,3127,
-4.68897e-11,2.08325e-12,1,um,Surface,Ellipsoid Axis A,1,3128,
-6.0446e-12,-1.74908e-12,1,um,Surface,Ellipsoid Axis A,1,3129,
-1.20294e-12,-8.76215e-13,1,um,Surface,Ellipsoid Axis A,1,3130,
5.41317e-13,2.78154e-19,1,um,Surface,Ellipsoid Axis A,1,3131,
-5.5844e-12,6.37742e-12,1,um,Surface,Ellipsoid Axis A,1,3132,
-1.40221e-13,-1.11338e-11,1,um,Surface,Ellipsoid Axis A,1,3133,
0,0,1,um,Surface,Ellipsoid Axis A,1,3134,
1.34585e-12,9.01228e-12,1,um,Surface,Ellipsoid Axis A,1,3135,
1.76996e-12,-1.01505e-12,1,um,Surface,Ellipsoid Axis A,1,3136,
-1.32123e-11,1.44456e-12,1,um,Surface,Ellipsoid Axis A,1,3137,
-5.89417e-13,3.30542e-12,1,um,Surface,Ellipsoid Axis A,1,3138,
-4.57192e-12,-6.14508e-12,1,um,Surface,Ellipsoid Axis A,1,3139,
4.51888e-12,-9.67003e-13,1,um,Surface,Ellipsoid Axis A,1,3140,
-8.82184e-12,-1.68061e-12,1,um,Surface,Ellipsoid Axis A,1,3141,
-1.89753e-11,-7.85741e-12,1,um,Surface,Ellipsoid Axis A,1,3142,
6.54949e-13,7.51356e-12,1,um,Surface,Ellipsoid Axis A,1,3143,
-3.93202e-13,1.42292e-12,1,um,Surface,Ellipsoid Axis A,1,3144,
-9.61728e-14,7.72556e-13,1,um,Surface,Ellipsoid Axis A,1,3145,
-3.43621e-12,2.7105e-12,1,um,Surface,Ellipsoid Axis A,1,3146,
1.90851e-11,-9.47652e-12,1,um,Surface,Ellipsoid Axis A,1,3147,
7.97952e-13,2.27126e-13,1,um,Surface,Ellipsoid Axis A,1,3148,
6.57216e-12,1.29523e-12,1,um,Surface,Ellipsoid Axis A,1,3149,
-1.9782e-12,-9.37788e-13,1,um,Surface,Ellipsoid Axis A,1,3150,
-3.61732e-12,-2.99951e-12,1,um,Surface,Ellipsoid Axis A,1,3151,
2.06964e-11,-1.46601e-11,1,um,Surface,Ellipsoid Axis A,1,3152,
-4.8681e-12,-3.22142e-12,1,um,Surface,Ellipsoid Axis A,1,3153,
-8.91764e-12,-1.30381e-12,1,um,Surface,Ellipsoid Axis A,1,3154,
-3.46423e-12,8.7537e-12,1,um,Surface,Ellipsoid Axis A,1,3155,
-6.94413e-13,1.25515e-12,1,um,Surface,Ellipsoid Axis A,1,3156,
-6.08303e-15,3.7351e-14,1,um,Surface,Ellipsoid Axis A,1,3157,
0,0,1,um,Surface,Ellipsoid Axis A,1,3158,
4.63885e-12,1.2221e-12,1,um,Surface,Ellipsoid Axis A,1,3159,
-5.66296e-12,2.01654e-12,1,um,Surface,Ellipsoid Axis A,1,3160,
0,0,1,um,Surface,Ellipsoid Axis A,1,3161,
1.32369e-11,-8.93116e-13,1,um,Surface,Ellipsoid Axis A,1,3162,
-2.55498e-12,2.45116e-12,1,um,Surface,Ellipsoid Axis A,1,3163,
3.12194e-12,-1.413e-12,1,um,Surface,Ellipsoid Axis A,1,3164,
2.68149e-12,1.69505e-12,1,um,Surface,Ellipsoid Axis A,1,3165,
6.17844e-12,1.25321e-11,1,um,Surface,Ellipsoid Axis A,1,3166,
4.45763e-12,3.64019e-12,1,um,Surface,Ellipsoid Axis A,1,3167,
1.74191e-12,-8.36131e-14,1,um,Surface,Ellipsoid Axis A,1,3168,
2.64293e-12,1.14635e-12,1,um,Surface,Ellipsoid Axis A,1,3169,
9.65688e-13,4.10595e-12,1,um,Surface,Ellipsoid Axis A,1,3170,
1.5042e-12,2.19617e-12,1,um,Surface,Ellipsoid Axis A,1,3171,
-6.19232e-13,-5.05636e-12,1,um,Surface,Ellipsoid Axis A,1,3172,
9.03215e-13,-2.27825e-12,1,um,Surface,Ellipsoid Axis A,1,3173,
-1.54333e-13,-4.46304e-12,1,um,Surface,Ellipsoid Axis A,1,3174,
-3.69725e-12,1.29172e-11,1,um,Surface,Ellipsoid Axis A,1,3175,
1.00278e-11,-1.73181e-11,1,um,Surface,Ellipsoid Axis A,1,3176,
-1.53249e-12,6.42039e-12,1,um,Surface,Ellipsoid Axis A,1,3177,
2.48394e-12,-4.5013e-12,1,um,Surface,Ellipsoid Axis A,1,3178,
-2.036e-12,2.18587e-12,1,um,Surface,Ellipsoid Axis A,1,3179,
6.12208e-12,7.18509e-12,1,um,Surface,Ellipsoid Axis A,1,3180,
-3.47223e-13,7.70731e-13,1,um,Surface,Ellipsoid Axis A,1,3181,
5.78604e-13,1.25139e-12,1,um,Surface,Ellipsoid Axis A,1,3182,
-2.23526e-13,-8.30027e-15,1,um,Surface,Ellipsoid Axis A,1,3183,
2.19041e-12,1.02148e-13,1,um,Surface,Ellipsoid Axis A,1,3184,
4.94946e-13,5.56477e-12,1,um,Surface,Ellipsoid Axis A,1,3185,
1.85313e-11,-4.54709e-12,1,um,Surface,Ellipsoid Axis A,1,3186,
7.40675e-12,1.05478e-11,1,um,Surface,Ellipsoid Axis A,1,3187,
-7.63267e-13,-1.12426e-11,1,um,Surface,Ellipsoid Axis A,1,3188,
-2.40619e-12,-1.68346e-11,1,um,Surface,Ellipsoid Axis A,1,3189,
-5.16185e-12,1.11464e-11,1,um,Surface,Ellipsoid Axis A,1,3190,
-9.04282e-12,-6.75708e-12,1,um,Surface,Ellipsoid Axis A,1,3191,
1.88665e-12,-5.98716e-13,1,um,Surface,Ellipsoid Axis A,1,3192,
-3.79861e-11,2.20929e-11,1,um,Surface,Ellipsoid Axis A,1,3193,
8.87896e-13,9.68072e-12,1,um,Surface,Ellipsoid Axis A,1,3194,
-5.09843e-12,-8.19859e-12,1,um,Surface,Ellipsoid Axis A,1,3195,
-7.85456e-14,1.25865e-14,1,um,Surface,Ellipsoid Axis A,1,3196,
1.2115e-12,2.59339e-12,1,um,Surface,Ellipsoid Axis A,1,3197,
2.32868e-13,1.71796e-12,1,um,Surface,Ellipsoid Axis A,1,3198,
-1.74235e-12,-2.94572e-12,1,um,Surface,Ellipsoid Axis A,1,3199,
-4.94804e-13,-9.57597e-13,1,um,Surface,Ellipsoid Axis A,1,3200,
-3.89242e-12,2.40407e-12,1,um,Surface,Ellipsoid Axis A,1,3201,
4.04361e-13,-6.64619e-12,1,um,Surface,Ellipsoid Axis A,1,3202,
1.45002e-11,3.33753e-12,1,um,Surface,Ellipsoid Axis A,1,3203,
8.59994e-13,3.45729e-12,1,um,Surface,Ellipsoid Axis A,1,3204,
8.7045e-12,2.4571e-11,1,um,Surface,Ellipsoid Axis A,1,3205,
1.44907e-12,1.4736e-12,1,um,Surface,Ellipsoid Axis A,1,3206,
8.47149e-12,-6.575e-13,1,um,Surface,Ellipsoid Axis A,1,3207,
1.96658e-12,-4.64112e-12,1,um,Surface,Ellipsoid Axis A,1,3208,
2.71301e-12,5.25405e-12,1,um,Surface,Ellipsoid Axis A,1,3209,
4.46689e-12,4.81972e-12,1,um,Surface,Ellipsoid Axis A,1,3210,
6.47176e-12,-1.93731e-12,1,um,Surface,Ellipsoid Axis A,1,3211,
3.64847e-12,-2.7841e-12,1,um,Surface,Ellipsoid Axis A,1,3212,
4.58633e-12,-3.54686e-12,1,um,Surface,Ellipsoid Axis A,1,3213,
2.74698e-12,1.51946e-12,1,um,Surface,Ellipsoid Axis A,1,3214,
-4.55591e-12,-2.12671e-12,1,um,Surface,Ellipsoid Axis A,1,3215,
-1.74132e-12,7.00283e-11,1,um,Surface,Ellipsoid Axis A,1,3216,
-7.14334e-13,-1.36199e-13,1,um,Surface,Ellipsoid Axis A,1,3217,
-2.13415e-13,3.16019e-12,1,um,Surface,Ellipsoid Axis A,1,3218,
-7.44742e-12,-3.57845e-12,1,um,Surface,Ellipsoid Axis A,1,3219,
-3.52341e-13,-1.70288e-12,1,um,Surface,Ellipsoid Axis A,1,3220,
1.40898e-13,-1.58773e-12,1,um,Surface,Ellipsoid Axis A,1,3221,
-4.21974e-12,-5.22156e-12,1,um,Surface,Ellipsoid Axis A,1,3222,
6.00483e-12,-9.53679e-13,1,um,Surface,Ellipsoid Axis A,1,3223,
0,0,1,um,Surface,Ellipsoid Axis A,1,3224,
-6.52001e-12,-1.21746e-11,1,um,Surface,Ellipsoid Axis A,1,3225,
