
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
63199.8,um,Surface,Distance from Origin,1,2538,
63251.4,um,Surface,Distance from Origin,1,2539,
63183.3,um,Surface,Distance from Origin,1,2540,
63253,um,Surface,Distance from Origin,1,2541,
63208.8,um,Surface,Distance from Origin,1,2542,
63230.7,um,Surface,Distance from Origin,1,2543,
63235.8,um,Surface,Distance from Origin,1,2544,
63262.8,um,Surface,Distance from Origin,1,2545,
63204.7,um,Surface,Distance from Origin,1,2546,
63222.8,um,Surface,Distance from Origin,1,2547,
63169.1,um,Surface,Distance from Origin,1,2548,
63168.8,um,Surface,Distance from Origin,1,2549,
63157.4,um,Surface,Distance from Origin,1,2550,
63143.7,um,Surface,Distance from Origin,1,2551,
63142.7,um,Surface,Distance from Origin,1,2552,
63144.5,um,Surface,Distance from Origin,1,2553,
63162.3,um,Surface,Distance from Origin,1,2554,
63219.9,um,Surface,Distance from Origin,1,2555,
63181.6,um,Surface,Distance from Origin,1,2556,
63141.4,um,Surface,Distance from Origin,1,2557,
63150,um,Surface,Distance from Origin,1,2558,
63105.7,um,Surface,Distance from Origin,1,2559,
63179.4,um,Surface,Distance from Origin,1,2560,
63180.4,um,Surface,Distance from Origin,1,2561,
63231.8,um,Surface,Distance from Origin,1,2562,
63149.3,um,Surface,Distance from Origin,1,2563,
63190.3,um,Surface,Distance from Origin,1,2564,
63211.8,um,Surface,Distance from Origin,1,2565,
63191.8,um,Surface,Distance from Origin,1,2566,
63190.4,um,Surface,Distance from Origin,1,2567,
63144.8,um,Surface,Distance from Origin,1,2568,
63132.1,um,Surface,Distance from Origin,1,2569,
63047.8,um,Surface,Distance from Origin,1,2570,
63165.1,um,Surface,Distance from Origin,1,2571,
63139.7,um,Surface,Distance from Origin,1,2572,
63119.8,um,Surface,Distance from Origin,1,2573,
63183,um,Surface,Distance from Origin,1,2574,
63098.3,um,Surface,Distance from Origin,1,2575,
63107.1,um,Surface,Distance from Origin,1,2576,
63135.4,um,Surface,Distance from Origin,1,2577,
63191.4,um,Surface,Distance from Origin,1,2578,
63142.6,um,Surface,Distance from Origin,1,2579,
63150.1,um,Surface,Distance from Origin,1,2580,
63122.4,um,Surface,Distance from Origin,1,2581,
63180.3,um,Surface,Distance from Origin,1,2582,
63084.5,um,Surface,Distance from Origin,1,2583,
63118.3,um,Surface,Distance from Origin,1,2584,
63037.1,um,Surface,Distance from Origin,1,2585,
63048.1,um,Surface,Distance from Origin,1,2586,
63127.4,um,Surface,Distance from Origin,1,2587,
63107.7,um,Surface,Distance from Origin,1,2588,
63094.9,um,Surface,Distance from Origin,1,2589,
63167.3,um,Surface,Distance from Origin,1,2590,
63157.4,um,Surface,Distance from Origin,1,2591,
63042,um,Surface,Distance from Origin,1,2592,
63175.7,um,Surface,Distance from Origin,1,2593,
63156.9,um,Surface,Distance from Origin,1,2594,
63143.1,um,Surface,Distance from Origin,1,2595,
63162.5,um,Surface,Distance from Origin,1,2596,
63110.6,um,Surface,Distance from Origin,1,2597,
63125.8,um,Surface,Distance from Origin,1,2598,
63160.4,um,Surface,Distance from Origin,1,2599,
63177.8,um,Surface,Distance from Origin,1,2600,
63056.3,um,Surface,Distance from Origin,1,2601,
63177.6,um,Surface,Distance from Origin,1,2602,
63147,um,Surface,Distance from Origin,1,2603,
63117.4,um,Surface,Distance from Origin,1,2604,
63096.5,um,Surface,Distance from Origin,1,2605,
63089.6,um,Surface,Distance from Origin,1,2606,
63092.1,um,Surface,Distance from Origin,1,2607,
63033.4,um,Surface,Distance from Origin,1,2608,
63053.7,um,Surface,Distance from Origin,1,2609,
63068.8,um,Surface,Distance from Origin,1,2610,
63049.3,um,Surface,Distance from Origin,1,2611,
63135.9,um,Surface,Distance from Origin,1,2612,
63128,um,Surface,Distance from Origin,1,2613,
63100.2,um,Surface,Distance from Origin,1,2614,
63120,um,Surface,Distance from Origin,1,2615,
63078.7,um,Surface,Distance from Origin,1,2616,
63102.3,um,Surface,Distance from Origin,1,2617,
63114.1,um,Surface,Distance from Origin,1,2618,
63115.4,um,Surface,Distance from Origin,1,2619,
63108.5,um,Surface,Distance from Origin,1,2620,
63048.1,um,Surface,Distance from Origin,1,2621,
63067.8,um,Surface,Distance from Origin,1,2622,
63079.6,um,Surface,Distance from Origin,1,2623,
63076.2,um,Surface,Distance from Origin,1,2624,
63059.7,um,Surface,Distance from Origin,1,2625,
63113.2,um,Surface,Distance from Origin,1,2626,
63044.8,um,Surface,Distance from Origin,1,2627,
63075.9,um,Surface,Distance from Origin,1,2628,
62989.8,um,Surface,Distance from Origin,1,2629,
63079,um,Surface,Distance from Origin,1,2630,
63060.8,um,Surface,Distance from Origin,1,2631,
63052.1,um,Surface,Distance from Origin,1,2632,
63090.2,um,Surface,Distance from Origin,1,2633,
63068.2,um,Surface,Distance from Origin,1,2634,
63074.7,um,Surface,Distance from Origin,1,2635,
63096,um,Surface,Distance from Origin,1,2636,
63127.8,um,Surface,Distance from Origin,1,2637,
63088.3,um,Surface,Distance from Origin,1,2638,
63094.5,um,Surface,Distance from Origin,1,2639,
63079.4,um,Surface,Distance from Origin,1,2640,
63081.6,um,Surface,Distance from Origin,1,2641,
63064.4,um,Surface,Distance from Origin,1,2642,
63040.3,um,Surface,Distance from Origin,1,2643,
63014.3,um,Surface,Distance from Origin,1,2644,
63034.7,um,Surface,Distance from Origin,1,2645,
62942.3,um,Surface,Distance from Origin,1,2646,
63041.6,um,Surface,Distance from Origin,1,2647,
63079.2,um,Surface,Distance from Origin,1,2648,
62945.6,um,Surface,Distance from Origin,1,2649,
62966.5,um,Surface,Distance from Origin,1,2650,
63034.2,um,Surface,Distance from Origin,1,2651,
63041.3,um,Surface,Distance from Origin,1,2652,
62964.5,um,Surface,Distance from Origin,1,2653,
63082.6,um,Surface,Distance from Origin,1,2654,
62985,um,Surface,Distance from Origin,1,2655,
63007,um,Surface,Distance from Origin,1,2656,
62951.1,um,Surface,Distance from Origin,1,2657,
63023.2,um,Surface,Distance from Origin,1,2658,
62993.8,um,Surface,Distance from Origin,1,2659,
63052.5,um,Surface,Distance from Origin,1,2660,
63029.8,um,Surface,Distance from Origin,1,2661,
63097.1,um,Surface,Distance from Origin,1,2662,
63011,um,Surface,Distance from Origin,1,2663,
63056.6,um,Surface,Distance from Origin,1,2664,
62983.5,um,Surface,Distance from Origin,1,2665,
63036.7,um,Surface,Distance from Origin,1,2666,
63047,um,Surface,Distance from Origin,1,2667,
63067,um,Surface,Distance from Origin,1,2668,
63052.4,um,Surface,Distance from Origin,1,2669,
63039.4,um,Surface,Distance from Origin,1,2670,
63019,um,Surface,Distance from Origin,1,2671,
62984.2,um,Surface,Distance from Origin,1,2672,
62942.3,um,Surface,Distance from Origin,1,2673,
62996.4,um,Surface,Distance from Origin,1,2674,
63022.9,um,Surface,Distance from Origin,1,2675,
63019.8,um,Surface,Distance from Origin,1,2676,
63049.1,um,Surface,Distance from Origin,1,2677,
62985.4,um,Surface,Distance from Origin,1,2678,
62950.8,um,Surface,Distance from Origin,1,2679,
62965,um,Surface,Distance from Origin,1,2680,
63025.9,um,Surface,Distance from Origin,1,2681,
63064.2,um,Surface,Distance from Origin,1,2682,
62946.4,um,Surface,Distance from Origin,1,2683,
63013.2,um,Surface,Distance from Origin,1,2684,
62976.8,um,Surface,Distance from Origin,1,2685,
63009.8,um,Surface,Distance from Origin,1,2686,
63063,um,Surface,Distance from Origin,1,2687,
62975.9,um,Surface,Distance from Origin,1,2688,
63003.2,um,Surface,Distance from Origin,1,2689,
63074.3,um,Surface,Distance from Origin,1,2690,
62888.5,um,Surface,Distance from Origin,1,2691,
62878.9,um,Surface,Distance from Origin,1,2692,
62920.5,um,Surface,Distance from Origin,1,2693,
62891.7,um,Surface,Distance from Origin,1,2694,
63018.8,um,Surface,Distance from Origin,1,2695,
62930.3,um,Surface,Distance from Origin,1,2696,
63021.1,um,Surface,Distance from Origin,1,2697,
62927.6,um,Surface,Distance from Origin,1,2698,
62923.1,um,Surface,Distance from Origin,1,2699,
62977.5,um,Surface,Distance from Origin,1,2700,
62992.6,um,Surface,Distance from Origin,1,2701,
62914.7,um,Surface,Distance from Origin,1,2702,
62957.8,um,Surface,Distance from Origin,1,2703,
62980.1,um,Surface,Distance from Origin,1,2704,
62924.7,um,Surface,Distance from Origin,1,2705,
62991.9,um,Surface,Distance from Origin,1,2706,
62943.5,um,Surface,Distance from Origin,1,2707,
63041.7,um,Surface,Distance from Origin,1,2708,
62906.5,um,Surface,Distance from Origin,1,2709,
62922.2,um,Surface,Distance from Origin,1,2710,
62965.2,um,Surface,Distance from Origin,1,2711,
62922.3,um,Surface,Distance from Origin,1,2712,
62906.9,um,Surface,Distance from Origin,1,2713,
62855.8,um,Surface,Distance from Origin,1,2714,
62907.4,um,Surface,Distance from Origin,1,2715,
62881.5,um,Surface,Distance from Origin,1,2716,
62957.1,um,Surface,Distance from Origin,1,2717,
62986.8,um,Surface,Distance from Origin,1,2718,
62884,um,Surface,Distance from Origin,1,2719,
62885.3,um,Surface,Distance from Origin,1,2720,
62895.2,um,Surface,Distance from Origin,1,2721,
62893.9,um,Surface,Distance from Origin,1,2722,
62931.5,um,Surface,Distance from Origin,1,2723,
62954.8,um,Surface,Distance from Origin,1,2724,
62934.6,um,Surface,Distance from Origin,1,2725,
62955.6,um,Surface,Distance from Origin,1,2726,
62864.3,um,Surface,Distance from Origin,1,2727,
62878.7,um,Surface,Distance from Origin,1,2728,
62859.9,um,Surface,Distance from Origin,1,2729,
62881.6,um,Surface,Distance from Origin,1,2730,
62888.2,um,Surface,Distance from Origin,1,2731,
62892.9,um,Surface,Distance from Origin,1,2732,
62892.4,um,Surface,Distance from Origin,1,2733,
62899.8,um,Surface,Distance from Origin,1,2734,
62928.4,um,Surface,Distance from Origin,1,2735,
62928.9,um,Surface,Distance from Origin,1,2736,
62815.9,um,Surface,Distance from Origin,1,2737,
62770.7,um,Surface,Distance from Origin,1,2738,
62793.3,um,Surface,Distance from Origin,1,2739,
62818.1,um,Surface,Distance from Origin,1,2740,
62746.1,um,Surface,Distance from Origin,1,2741,
62817.4,um,Surface,Distance from Origin,1,2742,
62833.1,um,Surface,Distance from Origin,1,2743,
62825.4,um,Surface,Distance from Origin,1,2744,
62801.5,um,Surface,Distance from Origin,1,2745,
62805.4,um,Surface,Distance from Origin,1,2746,
62853.6,um,Surface,Distance from Origin,1,2747,
62852.7,um,Surface,Distance from Origin,1,2748,
62863.2,um,Surface,Distance from Origin,1,2749,
62863.7,um,Surface,Distance from Origin,1,2750,
62835.9,um,Surface,Distance from Origin,1,2751,
62864.9,um,Surface,Distance from Origin,1,2752,
62868,um,Surface,Distance from Origin,1,2753,
62867.9,um,Surface,Distance from Origin,1,2754,
62851.8,um,Surface,Distance from Origin,1,2755,
62861.3,um,Surface,Distance from Origin,1,2756,
62711.5,um,Surface,Distance from Origin,1,2757,
62755.4,um,Surface,Distance from Origin,1,2758,
62758,um,Surface,Distance from Origin,1,2759,
62760.5,um,Surface,Distance from Origin,1,2760,
62767,um,Surface,Distance from Origin,1,2761,
62722.1,um,Surface,Distance from Origin,1,2762,
62737.4,um,Surface,Distance from Origin,1,2763,
62698.3,um,Surface,Distance from Origin,1,2764,
62778.9,um,Surface,Distance from Origin,1,2765,
62785.7,um,Surface,Distance from Origin,1,2766,
62800,um,Surface,Distance from Origin,1,2767,
62785.3,um,Surface,Distance from Origin,1,2768,
62790.3,um,Surface,Distance from Origin,1,2769,
62802.7,um,Surface,Distance from Origin,1,2770,
62802,um,Surface,Distance from Origin,1,2771,
62813.9,um,Surface,Distance from Origin,1,2772,
62808.5,um,Surface,Distance from Origin,1,2773,
62617.6,um,Surface,Distance from Origin,1,2774,
62696.1,um,Surface,Distance from Origin,1,2775,
62693.6,um,Surface,Distance from Origin,1,2776,
62662.4,um,Surface,Distance from Origin,1,2777,
62679.4,um,Surface,Distance from Origin,1,2778,
62684,um,Surface,Distance from Origin,1,2779,
62630.9,um,Surface,Distance from Origin,1,2780,
62639.5,um,Surface,Distance from Origin,1,2781,
62690.5,um,Surface,Distance from Origin,1,2782,
62695.5,um,Surface,Distance from Origin,1,2783,
62724.1,um,Surface,Distance from Origin,1,2784,
62728.9,um,Surface,Distance from Origin,1,2785,
62716.2,um,Surface,Distance from Origin,1,2786,
62717.1,um,Surface,Distance from Origin,1,2787,
62733.2,um,Surface,Distance from Origin,1,2788,
62720.8,um,Surface,Distance from Origin,1,2789,
62708.7,um,Surface,Distance from Origin,1,2790,
62742.7,um,Surface,Distance from Origin,1,2791,
62732.4,um,Surface,Distance from Origin,1,2792,
62741.7,um,Surface,Distance from Origin,1,2793,
62727.6,um,Surface,Distance from Origin,1,2794,
62753.8,um,Surface,Distance from Origin,1,2795,
62753.3,um,Surface,Distance from Origin,1,2796,
62742.3,um,Surface,Distance from Origin,1,2797,
62714.2,um,Surface,Distance from Origin,1,2798,
62697.1,um,Surface,Distance from Origin,1,2799,
62640.8,um,Surface,Distance from Origin,1,2800,
62615.8,um,Surface,Distance from Origin,1,2801,
62618,um,Surface,Distance from Origin,1,2802,
62612.3,um,Surface,Distance from Origin,1,2803,
62662.7,um,Surface,Distance from Origin,1,2804,
62621.4,um,Surface,Distance from Origin,1,2805,
62673.6,um,Surface,Distance from Origin,1,2806,
62678.1,um,Surface,Distance from Origin,1,2807,
62637.6,um,Surface,Distance from Origin,1,2808,
62669.2,um,Surface,Distance from Origin,1,2809,
62681.4,um,Surface,Distance from Origin,1,2810,
62663.4,um,Surface,Distance from Origin,1,2811,
62679.5,um,Surface,Distance from Origin,1,2812,
62677.1,um,Surface,Distance from Origin,1,2813,
62648.8,um,Surface,Distance from Origin,1,2814,
62642.8,um,Surface,Distance from Origin,1,2815,
62672.4,um,Surface,Distance from Origin,1,2816,
62651.5,um,Surface,Distance from Origin,1,2817,
62671.9,um,Surface,Distance from Origin,1,2818,
62672.8,um,Surface,Distance from Origin,1,2819,
62688.1,um,Surface,Distance from Origin,1,2820,
62678,um,Surface,Distance from Origin,1,2821,
62602.7,um,Surface,Distance from Origin,1,2822,
62653.7,um,Surface,Distance from Origin,1,2823,
62648.2,um,Surface,Distance from Origin,1,2824,
62678,um,Surface,Distance from Origin,1,2825,
62679.5,um,Surface,Distance from Origin,1,2826,
62668.6,um,Surface,Distance from Origin,1,2827,
62682.2,um,Surface,Distance from Origin,1,2828,
62664.6,um,Surface,Distance from Origin,1,2829,
62711.1,um,Surface,Distance from Origin,1,2830,
62676.8,um,Surface,Distance from Origin,1,2831,
62456.9,um,Surface,Distance from Origin,1,2832,
62524,um,Surface,Distance from Origin,1,2833,
62585.4,um,Surface,Distance from Origin,1,2834,
62549.3,um,Surface,Distance from Origin,1,2835,
62604.2,um,Surface,Distance from Origin,1,2836,
62534.5,um,Surface,Distance from Origin,1,2837,
62582.8,um,Surface,Distance from Origin,1,2838,
62597.5,um,Surface,Distance from Origin,1,2839,
62649.1,um,Surface,Distance from Origin,1,2840,
62551.2,um,Surface,Distance from Origin,1,2841,
62394.2,um,Surface,Distance from Origin,1,2842,
62417.2,um,Surface,Distance from Origin,1,2843,
62380,um,Surface,Distance from Origin,1,2844,
62392.2,um,Surface,Distance from Origin,1,2845,
62411.9,um,Surface,Distance from Origin,1,2846,
62324.5,um,Surface,Distance from Origin,1,2847,
62446.3,um,Surface,Distance from Origin,1,2848,
62448.1,um,Surface,Distance from Origin,1,2849,
62344.2,um,Surface,Distance from Origin,1,2850,
62385.6,um,Surface,Distance from Origin,1,2851,
62389.1,um,Surface,Distance from Origin,1,2852,
62344.5,um,Surface,Distance from Origin,1,2853,
62350.2,um,Surface,Distance from Origin,1,2854,
62299.7,um,Surface,Distance from Origin,1,2855,
62408.1,um,Surface,Distance from Origin,1,2856,
62290.5,um,Surface,Distance from Origin,1,2857,
62391,um,Surface,Distance from Origin,1,2858,
62297.6,um,Surface,Distance from Origin,1,2859,
62268.9,um,Surface,Distance from Origin,1,2860,
62204.6,um,Surface,Distance from Origin,1,2861,
62318.6,um,Surface,Distance from Origin,1,2862,
62333.9,um,Surface,Distance from Origin,1,2863,
62238.8,um,Surface,Distance from Origin,1,2864,
62305.8,um,Surface,Distance from Origin,1,2865,
62299.3,um,Surface,Distance from Origin,1,2866,
62332.6,um,Surface,Distance from Origin,1,2867,
62347.4,um,Surface,Distance from Origin,1,2868,
62360,um,Surface,Distance from Origin,1,2869,
62318,um,Surface,Distance from Origin,1,2870,
62324.1,um,Surface,Distance from Origin,1,2871,
62372.8,um,Surface,Distance from Origin,1,2872,
62350,um,Surface,Distance from Origin,1,2873,
62378,um,Surface,Distance from Origin,1,2874,
62327,um,Surface,Distance from Origin,1,2875,
62332.4,um,Surface,Distance from Origin,1,2876,
62333.5,um,Surface,Distance from Origin,1,2877,
62357,um,Surface,Distance from Origin,1,2878,
62195.1,um,Surface,Distance from Origin,1,2879,
62235.9,um,Surface,Distance from Origin,1,2880,
62197,um,Surface,Distance from Origin,1,2881,
62160.3,um,Surface,Distance from Origin,1,2882,
62223.4,um,Surface,Distance from Origin,1,2883,
62175.6,um,Surface,Distance from Origin,1,2884,
62240.7,um,Surface,Distance from Origin,1,2885,
62205.2,um,Surface,Distance from Origin,1,2886,
62252.3,um,Surface,Distance from Origin,1,2887,
62250.8,um,Surface,Distance from Origin,1,2888,
62149,um,Surface,Distance from Origin,1,2889,
62252.6,um,Surface,Distance from Origin,1,2890,
62266.1,um,Surface,Distance from Origin,1,2891,
62266.4,um,Surface,Distance from Origin,1,2892,
62266.5,um,Surface,Distance from Origin,1,2893,
62245.9,um,Surface,Distance from Origin,1,2894,
62306.2,um,Surface,Distance from Origin,1,2895,
62261.5,um,Surface,Distance from Origin,1,2896,
62272,um,Surface,Distance from Origin,1,2897,
62258.9,um,Surface,Distance from Origin,1,2898,
62321.5,um,Surface,Distance from Origin,1,2899,
62158.5,um,Surface,Distance from Origin,1,2900,
62172.7,um,Surface,Distance from Origin,1,2901,
62228.9,um,Surface,Distance from Origin,1,2902,
62119.4,um,Surface,Distance from Origin,1,2903,
62172.5,um,Surface,Distance from Origin,1,2904,
62246.8,um,Surface,Distance from Origin,1,2905,
62181.8,um,Surface,Distance from Origin,1,2906,
62183.4,um,Surface,Distance from Origin,1,2907,
62167.5,um,Surface,Distance from Origin,1,2908,
62241.8,um,Surface,Distance from Origin,1,2909,
62181.7,um,Surface,Distance from Origin,1,2910,
62152,um,Surface,Distance from Origin,1,2911,
62181.6,um,Surface,Distance from Origin,1,2912,
62261.1,um,Surface,Distance from Origin,1,2913,
62261.6,um,Surface,Distance from Origin,1,2914,
62100.4,um,Surface,Distance from Origin,1,2915,
62169.1,um,Surface,Distance from Origin,1,2916,
62250.5,um,Surface,Distance from Origin,1,2917,
62245.8,um,Surface,Distance from Origin,1,2918,
62147.7,um,Surface,Distance from Origin,1,2919,
62260.1,um,Surface,Distance from Origin,1,2920,
62265.1,um,Surface,Distance from Origin,1,2921,
62202,um,Surface,Distance from Origin,1,2922,
62189.4,um,Surface,Distance from Origin,1,2923,
62285.6,um,Surface,Distance from Origin,1,2924,
62204.3,um,Surface,Distance from Origin,1,2925,
62177.8,um,Surface,Distance from Origin,1,2926,
62226.2,um,Surface,Distance from Origin,1,2927,
62126.2,um,Surface,Distance from Origin,1,2928,
62131.6,um,Surface,Distance from Origin,1,2929,
62099.3,um,Surface,Distance from Origin,1,2930,
62198.2,um,Surface,Distance from Origin,1,2931,
62150.9,um,Surface,Distance from Origin,1,2932,
62208.8,um,Surface,Distance from Origin,1,2933,
62155.6,um,Surface,Distance from Origin,1,2934,
62202.6,um,Surface,Distance from Origin,1,2935,
62122.1,um,Surface,Distance from Origin,1,2936,
62135.3,um,Surface,Distance from Origin,1,2937,
62117.3,um,Surface,Distance from Origin,1,2938,
62153.5,um,Surface,Distance from Origin,1,2939,
62147.8,um,Surface,Distance from Origin,1,2940,
62234,um,Surface,Distance from Origin,1,2941,
62124.8,um,Surface,Distance from Origin,1,2942,
62160.4,um,Surface,Distance from Origin,1,2943,
62095.4,um,Surface,Distance from Origin,1,2944,
62033.6,um,Surface,Distance from Origin,1,2945,
62095.3,um,Surface,Distance from Origin,1,2946,
62178.3,um,Surface,Distance from Origin,1,2947,
62071.4,um,Surface,Distance from Origin,1,2948,
62043.6,um,Surface,Distance from Origin,1,2949,
62040.2,um,Surface,Distance from Origin,1,2950,
62102.9,um,Surface,Distance from Origin,1,2951,
62137.5,um,Surface,Distance from Origin,1,2952,
62115.8,um,Surface,Distance from Origin,1,2953,
62188,um,Surface,Distance from Origin,1,2954,
62209.2,um,Surface,Distance from Origin,1,2955,
62138.6,um,Surface,Distance from Origin,1,2956,
62048.3,um,Surface,Distance from Origin,1,2957,
62215.6,um,Surface,Distance from Origin,1,2958,
62165.4,um,Surface,Distance from Origin,1,2959,
62125.3,um,Surface,Distance from Origin,1,2960,
62119.2,um,Surface,Distance from Origin,1,2961,
62082.6,um,Surface,Distance from Origin,1,2962,
62158.6,um,Surface,Distance from Origin,1,2963,
62036.8,um,Surface,Distance from Origin,1,2964,
62161.8,um,Surface,Distance from Origin,1,2965,
62098.4,um,Surface,Distance from Origin,1,2966,
62013.7,um,Surface,Distance from Origin,1,2967,
62017.8,um,Surface,Distance from Origin,1,2968,
62102.7,um,Surface,Distance from Origin,1,2969,
62147.8,um,Surface,Distance from Origin,1,2970,
62104.3,um,Surface,Distance from Origin,1,2971,
62108,um,Surface,Distance from Origin,1,2972,
62143.6,um,Surface,Distance from Origin,1,2973,
62181.9,um,Surface,Distance from Origin,1,2974,
62055.1,um,Surface,Distance from Origin,1,2975,
62176.5,um,Surface,Distance from Origin,1,2976,
62148.3,um,Surface,Distance from Origin,1,2977,
62149.7,um,Surface,Distance from Origin,1,2978,
62069.9,um,Surface,Distance from Origin,1,2979,
62146.8,um,Surface,Distance from Origin,1,2980,
61984.2,um,Surface,Distance from Origin,1,2981,
