
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,ID,
13.1055,6.98828,2,um,Surface,BoundingBoxAA Length,1,2584,
5.23828,6.11719,2,um,Surface,BoundingBoxAA Length,1,2585,
5.24219,5.24219,2,um,Surface,BoundingBoxAA Length,1,2586,
13.1016,19.2188,2,um,Surface,BoundingBoxAA Length,1,2587,
6.11719,4.36719,2,um,Surface,BoundingBoxAA Length,1,2588,
11.3555,15.7227,2,um,Surface,BoundingBoxAA Length,1,2589,
7.86328,10.4805,2,um,Surface,BoundingBoxAA Length,1,2590,
11.3555,9.60547,2,um,Surface,BoundingBoxAA Length,1,2591,
5.24219,7.86328,2,um,Surface,BoundingBoxAA Length,1,2592,
6.98828,7.85938,2,um,Surface,BoundingBoxAA Length,1,2593,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,2594,
10.4844,9.60547,2,um,Surface,BoundingBoxAA Length,1,2595,
4.36719,4.36719,2,um,Surface,BoundingBoxAA Length,1,2596,
11.3555,20.9609,2,um,Surface,BoundingBoxAA Length,1,2597,
6.98828,6.11328,2,um,Surface,BoundingBoxAA Length,1,2598,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,2599,
5.23828,6.11328,2,um,Surface,BoundingBoxAA Length,1,2600,
4.36719,4.36719,2,um,Surface,BoundingBoxAA Length,1,2601,
6.98828,12.2266,2,um,Surface,BoundingBoxAA Length,1,2602,
8.73438,10.4805,2,um,Surface,BoundingBoxAA Length,1,2603,
9.60938,9.60938,2,um,Surface,BoundingBoxAA Length,1,2604,
19.2188,31.4492,2,um,Surface,BoundingBoxAA Length,1,2605,
17.4688,17.4688,2,um,Surface,BoundingBoxAA Length,1,2606,
3.49609,4.36719,2,um,Surface,BoundingBoxAA Length,1,2607,
5.24219,7.86328,2,um,Surface,BoundingBoxAA Length,1,2608,
13.9766,16.5977,2,um,Surface,BoundingBoxAA Length,1,2609,
11.3555,10.4844,2,um,Surface,BoundingBoxAA Length,1,2610,
3.49219,5.23828,2,um,Surface,BoundingBoxAA Length,1,2611,
5.24219,5.24219,2,um,Surface,BoundingBoxAA Length,1,2612,
5.23828,4.37109,2,um,Surface,BoundingBoxAA Length,1,2613,
15.7266,10.4844,2,um,Surface,BoundingBoxAA Length,1,2614,
4.37109,6.11719,2,um,Surface,BoundingBoxAA Length,1,2615,
22.7109,18.3438,2,um,Surface,BoundingBoxAA Length,1,2616,
7.85938,7.85938,2,um,Surface,BoundingBoxAA Length,1,2617,
12.2305,10.4844,2,um,Surface,BoundingBoxAA Length,1,2618,
6.11328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2619,
6.11328,6.11328,2,um,Surface,BoundingBoxAA Length,1,2620,
61.1445,37.5586,2,um,Surface,BoundingBoxAA Length,1,2621,
9.60938,13.9766,2,um,Surface,BoundingBoxAA Length,1,2622,
10.4844,11.3555,2,um,Surface,BoundingBoxAA Length,1,2623,
11.3555,13.9727,2,um,Surface,BoundingBoxAA Length,1,2624,
10.4805,15.7266,2,um,Surface,BoundingBoxAA Length,1,2625,
10.4805,7.85938,2,um,Surface,BoundingBoxAA Length,1,2626,
5.23828,4.36719,2,um,Surface,BoundingBoxAA Length,1,2627,
13.1016,16.5977,2,um,Surface,BoundingBoxAA Length,1,2628,
5.24219,6.11719,2,um,Surface,BoundingBoxAA Length,1,2629,
12.2266,15.7227,2,um,Surface,BoundingBoxAA Length,1,2630,
13.1055,7.86328,2,um,Surface,BoundingBoxAA Length,1,2631,
20.9648,29.6992,2,um,Surface,BoundingBoxAA Length,1,2632,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,2633,
14.8516,10.4805,2,um,Surface,BoundingBoxAA Length,1,2634,
10.4805,12.2305,2,um,Surface,BoundingBoxAA Length,1,2635,
8.73438,4.36719,2,um,Surface,BoundingBoxAA Length,1,2636,
6.98828,9.60938,2,um,Surface,BoundingBoxAA Length,1,2637,
20.9609,19.2188,2,um,Surface,BoundingBoxAA Length,1,2638,
13.1016,12.2266,2,um,Surface,BoundingBoxAA Length,1,2639,
10.4805,13.9766,2,um,Surface,BoundingBoxAA Length,1,2640,
17.4688,15.7266,2,um,Surface,BoundingBoxAA Length,1,2641,
6.98828,4.36719,2,um,Surface,BoundingBoxAA Length,1,2642,
13.1055,10.4844,2,um,Surface,BoundingBoxAA Length,1,2643,
58.5234,44.5508,2,um,Surface,BoundingBoxAA Length,1,2644,
5.24219,6.98828,2,um,Surface,BoundingBoxAA Length,1,2645,
6.11719,7.85938,2,um,Surface,BoundingBoxAA Length,1,2646,
7.85938,8.73438,2,um,Surface,BoundingBoxAA Length,1,2647,
9.60938,9.60547,2,um,Surface,BoundingBoxAA Length,1,2648,
8.73438,13.9766,2,um,Surface,BoundingBoxAA Length,1,2649,
5.24219,6.98828,2,um,Surface,BoundingBoxAA Length,1,2650,
12.2305,6.98828,2,um,Surface,BoundingBoxAA Length,1,2651,
8.73438,10.4805,2,um,Surface,BoundingBoxAA Length,1,2652,
10.4805,6.98438,2,um,Surface,BoundingBoxAA Length,1,2653,
6.98828,6.98828,2,um,Surface,BoundingBoxAA Length,1,2654,
10.4805,7.86328,2,um,Surface,BoundingBoxAA Length,1,2655,
27.0781,15.7227,2,um,Surface,BoundingBoxAA Length,1,2656,
5.24219,6.98828,2,um,Surface,BoundingBoxAA Length,1,2657,
8.73828,6.98438,2,um,Surface,BoundingBoxAA Length,1,2658,
15.7227,12.2305,2,um,Surface,BoundingBoxAA Length,1,2659,
6.11328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2660,
40.1836,33.1953,2,um,Surface,BoundingBoxAA Length,1,2661,
6.98828,7.85938,2,um,Surface,BoundingBoxAA Length,1,2662,
15.7227,16.5938,2,um,Surface,BoundingBoxAA Length,1,2663,
19.2148,13.9766,2,um,Surface,BoundingBoxAA Length,1,2664,
7.86328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2665,
41.9297,36.6875,2,um,Surface,BoundingBoxAA Length,1,2666,
10.4805,5.23828,2,um,Surface,BoundingBoxAA Length,1,2667,
17.4688,16.5977,2,um,Surface,BoundingBoxAA Length,1,2668,
18.3438,6.98828,2,um,Surface,BoundingBoxAA Length,1,2669,
5.24219,6.11328,2,um,Surface,BoundingBoxAA Length,1,2670,
26.207,21.8398,2,um,Surface,BoundingBoxAA Length,1,2671,
5.23828,4.37109,2,um,Surface,BoundingBoxAA Length,1,2672,
9.60938,6.98828,2,um,Surface,BoundingBoxAA Length,1,2673,
9.60938,6.11719,2,um,Surface,BoundingBoxAA Length,1,2674,
6.11328,8.73828,2,um,Surface,BoundingBoxAA Length,1,2675,
8.73438,15.7227,2,um,Surface,BoundingBoxAA Length,1,2676,
6.11719,6.11719,2,um,Surface,BoundingBoxAA Length,1,2677,
22.7109,38.4375,2,um,Surface,BoundingBoxAA Length,1,2678,
10.4805,8.73438,2,um,Surface,BoundingBoxAA Length,1,2679,
8.73438,8.73438,2,um,Surface,BoundingBoxAA Length,1,2680,
92.5938,50.6641,2,um,Surface,BoundingBoxAA Length,1,2681,
12.2266,11.3555,2,um,Surface,BoundingBoxAA Length,1,2682,
13.9766,14.8516,2,um,Surface,BoundingBoxAA Length,1,2683,
9.60938,5.23828,2,um,Surface,BoundingBoxAA Length,1,2684,
10.4805,7.86328,2,um,Surface,BoundingBoxAA Length,1,2685,
18.3438,12.2305,2,um,Surface,BoundingBoxAA Length,1,2686,
8.73438,9.60938,2,um,Surface,BoundingBoxAA Length,1,2687,
13.1016,12.2305,2,um,Surface,BoundingBoxAA Length,1,2688,
7.86328,8.73438,2,um,Surface,BoundingBoxAA Length,1,2689,
12.2305,9.60938,2,um,Surface,BoundingBoxAA Length,1,2690,
6.98828,5.24219,2,um,Surface,BoundingBoxAA Length,1,2691,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2692,
8.73438,11.3555,2,um,Surface,BoundingBoxAA Length,1,2693,
4.36719,4.36719,2,um,Surface,BoundingBoxAA Length,1,2694,
6.11328,7.86328,2,um,Surface,BoundingBoxAA Length,1,2695,
13.9766,5.24219,2,um,Surface,BoundingBoxAA Length,1,2696,
6.98828,6.11719,2,um,Surface,BoundingBoxAA Length,1,2697,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2698,
6.98828,5.24219,2,um,Surface,BoundingBoxAA Length,1,2699,
4.36719,6.11328,2,um,Surface,BoundingBoxAA Length,1,2700,
7.86328,5.23828,2,um,Surface,BoundingBoxAA Length,1,2701,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2702,
4.36719,4.36719,2,um,Surface,BoundingBoxAA Length,1,2703,
6.11719,6.98828,2,um,Surface,BoundingBoxAA Length,1,2704,
6.11328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2705,
13.9766,9.60938,2,um,Surface,BoundingBoxAA Length,1,2706,
7.86328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2707,
13.9766,12.2305,2,um,Surface,BoundingBoxAA Length,1,2708,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2709,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2710,
5.23828,5.24219,2,um,Surface,BoundingBoxAA Length,1,2711,
4.36719,4.36719,2,um,Surface,BoundingBoxAA Length,1,2712,
7.86328,5.24219,2,um,Surface,BoundingBoxAA Length,1,2713,
2.62109,3.49219,2,um,Surface,BoundingBoxAA Length,1,2714,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2715,
22.7109,16.5938,2,um,Surface,BoundingBoxAA Length,1,2716,
11.3555,8.73828,2,um,Surface,BoundingBoxAA Length,1,2717,
7.86328,5.23828,2,um,Surface,BoundingBoxAA Length,1,2718,
9.60938,9.60547,2,um,Surface,BoundingBoxAA Length,1,2719,
15.7227,8.73828,2,um,Surface,BoundingBoxAA Length,1,2720,
18.3438,22.7109,2,um,Surface,BoundingBoxAA Length,1,2721,
4.36719,6.98438,2,um,Surface,BoundingBoxAA Length,1,2722,
9.60547,8.73828,2,um,Surface,BoundingBoxAA Length,1,2723,
7.86328,12.2305,2,um,Surface,BoundingBoxAA Length,1,2724,
5.24219,5.24219,2,um,Surface,BoundingBoxAA Length,1,2725,
6.98828,6.98438,2,um,Surface,BoundingBoxAA Length,1,2726,
13.1055,17.4727,2,um,Surface,BoundingBoxAA Length,1,2727,
6.98828,10.4805,2,um,Surface,BoundingBoxAA Length,1,2728,
6.98828,11.3555,2,um,Surface,BoundingBoxAA Length,1,2729,
15.7227,10.4805,2,um,Surface,BoundingBoxAA Length,1,2730,
7.86328,10.4805,2,um,Surface,BoundingBoxAA Length,1,2731,
5.24219,7.86328,2,um,Surface,BoundingBoxAA Length,1,2732,
8.73438,11.3555,2,um,Surface,BoundingBoxAA Length,1,2733,
13.1016,9.60938,2,um,Surface,BoundingBoxAA Length,1,2734,
6.98828,6.11719,2,um,Surface,BoundingBoxAA Length,1,2735,
6.98828,13.1016,2,um,Surface,BoundingBoxAA Length,1,2736,
23.5859,30.5742,2,um,Surface,BoundingBoxAA Length,1,2737,
9.60938,14.8477,2,um,Surface,BoundingBoxAA Length,1,2738,
6.98828,11.3555,2,um,Surface,BoundingBoxAA Length,1,2739,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2740,
8.73438,13.9766,2,um,Surface,BoundingBoxAA Length,1,2741,
14.8477,17.4727,2,um,Surface,BoundingBoxAA Length,1,2742,
23.5859,21.8359,2,um,Surface,BoundingBoxAA Length,1,2743,
13.1055,20.0898,2,um,Surface,BoundingBoxAA Length,1,2744,
7.85938,11.3555,2,um,Surface,BoundingBoxAA Length,1,2745,
5.24219,11.3555,2,um,Surface,BoundingBoxAA Length,1,2746,
22.7109,15.7227,2,um,Surface,BoundingBoxAA Length,1,2747,
10.4844,18.3438,2,um,Surface,BoundingBoxAA Length,1,2748,
17.4727,16.5977,2,um,Surface,BoundingBoxAA Length,1,2749,
13.9766,9.60938,2,um,Surface,BoundingBoxAA Length,1,2750,
11.3555,15.7227,2,um,Surface,BoundingBoxAA Length,1,2751,
13.9766,11.3555,2,um,Surface,BoundingBoxAA Length,1,2752,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,2753,
6.98828,8.73828,2,um,Surface,BoundingBoxAA Length,1,2754,
7.85938,11.3555,2,um,Surface,BoundingBoxAA Length,1,2755,
6.98828,14.8477,2,um,Surface,BoundingBoxAA Length,1,2756,
13.9766,20.0898,2,um,Surface,BoundingBoxAA Length,1,2757,
8.73828,6.11328,2,um,Surface,BoundingBoxAA Length,1,2758,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2759,
12.2305,9.60938,2,um,Surface,BoundingBoxAA Length,1,2760,
26.2031,21.8398,2,um,Surface,BoundingBoxAA Length,1,2761,
7.85938,8.73438,2,um,Surface,BoundingBoxAA Length,1,2762,
8.73438,6.98828,2,um,Surface,BoundingBoxAA Length,1,2763,
6.98828,10.4805,2,um,Surface,BoundingBoxAA Length,1,2764,
5.24219,6.11719,2,um,Surface,BoundingBoxAA Length,1,2765,
17.4727,13.9766,2,um,Surface,BoundingBoxAA Length,1,2766,
4.36719,6.98828,2,um,Surface,BoundingBoxAA Length,1,2767,
18.3438,14.8477,2,um,Surface,BoundingBoxAA Length,1,2768,
10.4844,13.1016,2,um,Surface,BoundingBoxAA Length,1,2769,
6.11328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2770,
6.11328,4.36719,2,um,Surface,BoundingBoxAA Length,1,2771,
9.60938,10.4805,2,um,Surface,BoundingBoxAA Length,1,2772,
16.5977,16.5977,2,um,Surface,BoundingBoxAA Length,1,2773,
4.36719,18.3438,2,um,Surface,BoundingBoxAA Length,1,2774,
18.3438,12.2266,2,um,Surface,BoundingBoxAA Length,1,2775,
14.8477,6.98828,2,um,Surface,BoundingBoxAA Length,1,2776,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2777,
6.11328,7.85938,2,um,Surface,BoundingBoxAA Length,1,2778,
11.3555,8.73438,2,um,Surface,BoundingBoxAA Length,1,2779,
6.98828,7.85938,2,um,Surface,BoundingBoxAA Length,1,2780,
15.7227,13.1055,2,um,Surface,BoundingBoxAA Length,1,2781,
11.3594,7.85938,2,um,Surface,BoundingBoxAA Length,1,2782,
9.60938,10.4805,2,um,Surface,BoundingBoxAA Length,1,2783,
14.8477,6.98828,2,um,Surface,BoundingBoxAA Length,1,2784,
5.23828,4.36719,2,um,Surface,BoundingBoxAA Length,1,2785,
10.4805,11.3555,2,um,Surface,BoundingBoxAA Length,1,2786,
11.3555,13.9766,2,um,Surface,BoundingBoxAA Length,1,2787,
4.36719,6.11719,2,um,Surface,BoundingBoxAA Length,1,2788,
13.9766,9.60938,2,um,Surface,BoundingBoxAA Length,1,2789,
6.11328,8.73438,2,um,Surface,BoundingBoxAA Length,1,2790,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2791,
20.0898,12.2305,2,um,Surface,BoundingBoxAA Length,1,2792,
13.9766,9.60938,2,um,Surface,BoundingBoxAA Length,1,2793,
10.4805,13.1016,2,um,Surface,BoundingBoxAA Length,1,2794,
8.73828,6.11719,2,um,Surface,BoundingBoxAA Length,1,2795,
20.0938,13.1016,2,um,Surface,BoundingBoxAA Length,1,2796,
9.60938,6.11328,2,um,Surface,BoundingBoxAA Length,1,2797,
6.98828,9.60938,2,um,Surface,BoundingBoxAA Length,1,2798,
7.86328,11.3555,2,um,Surface,BoundingBoxAA Length,1,2799,
5.24219,5.24219,2,um,Surface,BoundingBoxAA Length,1,2800,
14.8477,21.8359,2,um,Surface,BoundingBoxAA Length,1,2801,
5.24219,6.11328,2,um,Surface,BoundingBoxAA Length,1,2802,
7.86328,7.86328,2,um,Surface,BoundingBoxAA Length,1,2803,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,2804,
6.98828,6.11719,2,um,Surface,BoundingBoxAA Length,1,2805,
