
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,ID,
44.5469,41.9297,2,um,Surface,BoundingBoxAA Length,1,3192,
7.86328,8.73438,2,um,Surface,BoundingBoxAA Length,1,3193,
23.5859,10.4805,2,um,Surface,BoundingBoxAA Length,1,3194,
20.0898,17.4727,2,um,Surface,BoundingBoxAA Length,1,3195,
59.3984,46.2969,2,um,Surface,BoundingBoxAA Length,1,3196,
50.6641,38.4336,2,um,Surface,BoundingBoxAA Length,1,3197,
15.7227,9.60547,2,um,Surface,BoundingBoxAA Length,1,3198,
18.3438,13.1016,2,um,Surface,BoundingBoxAA Length,1,3199,
19.2188,13.1016,2,um,Surface,BoundingBoxAA Length,1,3200,
14.8477,11.3555,2,um,Surface,BoundingBoxAA Length,1,3201,
8.73438,7.85938,2,um,Surface,BoundingBoxAA Length,1,3202,
18.3438,15.7266,2,um,Surface,BoundingBoxAA Length,1,3203,
22.7109,18.3438,2,um,Surface,BoundingBoxAA Length,1,3204,
15.7227,8.73828,2,um,Surface,BoundingBoxAA Length,1,3205,
18.3438,10.4805,2,um,Surface,BoundingBoxAA Length,1,3206,
4.36719,6.98828,2,um,Surface,BoundingBoxAA Length,1,3207,
11.3594,9.60547,2,um,Surface,BoundingBoxAA Length,1,3208,
14.8516,11.3555,2,um,Surface,BoundingBoxAA Length,1,3209,
7.85938,5.24219,2,um,Surface,BoundingBoxAA Length,1,3210,
6.11719,6.11328,2,um,Surface,BoundingBoxAA Length,1,3211,
5.24219,6.11719,2,um,Surface,BoundingBoxAA Length,1,3212,
6.11328,5.23828,2,um,Surface,BoundingBoxAA Length,1,3213,
16.5977,13.9766,2,um,Surface,BoundingBoxAA Length,1,3214,
7.85938,5.24219,2,um,Surface,BoundingBoxAA Length,1,3215,
16.5938,7.86328,2,um,Surface,BoundingBoxAA Length,1,3216,
10.4805,25.332,2,um,Surface,BoundingBoxAA Length,1,3217,
6.11328,7.85938,2,um,Surface,BoundingBoxAA Length,1,3218,
8.73438,8.73438,2,um,Surface,BoundingBoxAA Length,1,3219,
13.9766,6.98828,2,um,Surface,BoundingBoxAA Length,1,3220,
12.2266,10.4805,2,um,Surface,BoundingBoxAA Length,1,3221,
12.2305,15.7227,2,um,Surface,BoundingBoxAA Length,1,3222,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,3223,
6.98828,5.23828,2,um,Surface,BoundingBoxAA Length,1,3224,
11.3555,10.4844,2,um,Surface,BoundingBoxAA Length,1,3225,
