
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,ID,
8.37393e-11,-1.78566e-13,1,um,Surface,Ellipsoid Axis A,1,282,
-4.42507e-12,7.41102e-13,1,um,Surface,Ellipsoid Axis A,1,283,
9.01322e-12,-8.03689e-13,1,um,Surface,Ellipsoid Axis A,1,284,
7.95931e-12,1.0753e-11,1,um,Surface,Ellipsoid Axis A,1,285,
-3.046e-11,-2.15016e-11,1,um,Surface,Ellipsoid Axis A,1,286,
-6.22861e-12,-1.41261e-11,1,um,Surface,Ellipsoid Axis A,1,287,
4.29589e-13,1.83751e-12,1,um,Surface,Ellipsoid Axis A,1,288,
3.77864e-11,-1.0438e-11,1,um,Surface,Ellipsoid Axis A,1,289,
3.02075e-12,1.73381e-12,1,um,Surface,Ellipsoid Axis A,1,290,
-5.97664e-12,2.66384e-13,1,um,Surface,Ellipsoid Axis A,1,291,
7.1147e-12,3.26784e-12,1,um,Surface,Ellipsoid Axis A,1,292,
-3.04348e-11,-7.02481e-12,1,um,Surface,Ellipsoid Axis A,1,293,
-1.85191e-12,-9.20523e-13,1,um,Surface,Ellipsoid Axis A,1,294,
8.23055e-11,-8.95018e-13,1,um,Surface,Ellipsoid Axis A,1,295,
7.76238e-11,2.80386e-11,1,um,Surface,Ellipsoid Axis A,1,296,
2.2618e-12,5.10756e-12,1,um,Surface,Ellipsoid Axis A,1,297,
-4.08508e-12,-2.66677e-12,1,um,Surface,Ellipsoid Axis A,1,298,
-2.05939e-11,-5.31532e-13,1,um,Surface,Ellipsoid Axis A,1,299,
3.01014e-12,1.17763e-12,1,um,Surface,Ellipsoid Axis A,1,300,
-1.04238e-11,5.46492e-12,1,um,Surface,Ellipsoid Axis A,1,301,
5.21154e-12,-7.26399e-13,1,um,Surface,Ellipsoid Axis A,1,302,
-4.98989e-12,-6.79559e-12,1,um,Surface,Ellipsoid Axis A,1,303,
-7.90312e-11,-2.92861e-12,1,um,Surface,Ellipsoid Axis A,1,304,
-1.26988e-11,3.95541e-12,1,um,Surface,Ellipsoid Axis A,1,305,
-2.21095e-11,1.40938e-13,1,um,Surface,Ellipsoid Axis A,1,306,
-6.05593e-11,-4.59582e-12,1,um,Surface,Ellipsoid Axis A,1,307,
-6.20069e-13,-1.76702e-12,1,um,Surface,Ellipsoid Axis A,1,308,
-4.36158e-12,4.22835e-13,1,um,Surface,Ellipsoid Axis A,1,309,
1.83421e-11,-4.26431e-12,1,um,Surface,Ellipsoid Axis A,1,310,
-5.87413e-12,1.18354e-11,1,um,Surface,Ellipsoid Axis A,1,311,
-4.06171e-11,9.66336e-12,1,um,Surface,Ellipsoid Axis A,1,312,
2.26065e-12,3.83093e-12,1,um,Surface,Ellipsoid Axis A,1,313,
-6.78932e-12,5.4883e-12,1,um,Surface,Ellipsoid Axis A,1,314,
3.29261e-11,5.38738e-12,1,um,Surface,Ellipsoid Axis A,1,315,
-3.23445e-12,2.93795e-12,1,um,Surface,Ellipsoid Axis A,1,316,
1.28591e-11,6.27901e-13,1,um,Surface,Ellipsoid Axis A,1,317,
-1.06753e-12,-5.10545e-12,1,um,Surface,Ellipsoid Axis A,1,318,
3.81668e-11,-1.1453e-11,1,um,Surface,Ellipsoid Axis A,1,319,
-1.94652e-11,-1.67172e-12,1,um,Surface,Ellipsoid Axis A,1,320,
5.75813e-12,3.38312e-13,1,um,Surface,Ellipsoid Axis A,1,321,
1.20934e-11,-1.90514e-12,1,um,Surface,Ellipsoid Axis A,1,322,
-5.8295e-11,9.08144e-12,1,um,Surface,Ellipsoid Axis A,1,323,
-1.19241e-12,1.12291e-12,1,um,Surface,Ellipsoid Axis A,1,324,
2.20918e-11,2.41655e-12,1,um,Surface,Ellipsoid Axis A,1,325,
-6.75222e-11,-7.30186e-12,1,um,Surface,Ellipsoid Axis A,1,326,
-5.27226e-12,1.55994e-12,1,um,Surface,Ellipsoid Axis A,1,327,
1.17898e-11,-1.20847e-11,1,um,Surface,Ellipsoid Axis A,1,328,
-2.03978e-11,-1.03093e-11,1,um,Surface,Ellipsoid Axis A,1,329,
-1.06545e-10,-2.17726e-11,1,um,Surface,Ellipsoid Axis A,1,330,
-1.91263e-11,-8.11365e-12,1,um,Surface,Ellipsoid Axis A,1,331,
-6.06168e-11,6.59264e-12,1,um,Surface,Ellipsoid Axis A,1,332,
-3.95158e-12,-2.23821e-12,1,um,Surface,Ellipsoid Axis A,1,333,
4.09566e-11,3.5504e-11,1,um,Surface,Ellipsoid Axis A,1,334,
-3.357e-11,-3.61781e-11,1,um,Surface,Ellipsoid Axis A,1,335,
5.94922e-11,-1.02054e-11,1,um,Surface,Ellipsoid Axis A,1,336,
1.1459e-11,-1.05984e-11,1,um,Surface,Ellipsoid Axis A,1,337,
0,0,1,um,Surface,Ellipsoid Axis A,1,338,
1.18677e-12,-1.606e-13,1,um,Surface,Ellipsoid Axis A,1,339,
-1.5256e-11,-9.12321e-12,1,um,Surface,Ellipsoid Axis A,1,340,
0,0,1,um,Surface,Ellipsoid Axis A,1,341,
4.296e-13,6.32271e-12,1,um,Surface,Ellipsoid Axis A,1,342,
0,0,1,um,Surface,Ellipsoid Axis A,1,343,
-2.44016e-11,-7.63602e-12,1,um,Surface,Ellipsoid Axis A,1,344,
-2.27453e-13,8.07575e-13,1,um,Surface,Ellipsoid Axis A,1,345,
-9.90556e-13,-9.90092e-13,1,um,Surface,Ellipsoid Axis A,1,346,
0,0,1,um,Surface,Ellipsoid Axis A,1,347,
-5.90369e-11,-2.79077e-11,1,um,Surface,Ellipsoid Axis A,1,348,
-1.45645e-11,-2.65448e-12,1,um,Surface,Ellipsoid Axis A,1,349,
-3.52718e-11,-6.76051e-12,1,um,Surface,Ellipsoid Axis A,1,350,
-1.89297e-12,-3.73866e-13,1,um,Surface,Ellipsoid Axis A,1,351,
-3.96789e-11,1.37912e-12,1,um,Surface,Ellipsoid Axis A,1,352,
-1.9276e-11,-6.64341e-12,1,um,Surface,Ellipsoid Axis A,1,353,
-1.77403e-12,3.25826e-12,1,um,Surface,Ellipsoid Axis A,1,354,
-3.99703e-13,-3.63298e-12,1,um,Surface,Ellipsoid Axis A,1,355,
8.67524e-14,-2.04224e-12,1,um,Surface,Ellipsoid Axis A,1,356,
2.06243e-11,-1.3592e-11,1,um,Surface,Ellipsoid Axis A,1,357,
5.76165e-12,-7.72938e-13,1,um,Surface,Ellipsoid Axis A,1,358,
-1.2189e-12,-1.55041e-12,1,um,Surface,Ellipsoid Axis A,1,359,
1.71299e-12,7.24372e-13,1,um,Surface,Ellipsoid Axis A,1,360,
3.42913e-11,-8.91637e-12,1,um,Surface,Ellipsoid Axis A,1,361,
6.72895e-11,2.21382e-11,1,um,Surface,Ellipsoid Axis A,1,362,
1.60295e-12,-2.21838e-13,1,um,Surface,Ellipsoid Axis A,1,363,
-2.55194e-11,2.10845e-12,1,um,Surface,Ellipsoid Axis A,1,364,
9.90587e-12,-4.45863e-12,1,um,Surface,Ellipsoid Axis A,1,365,
2.41506e-11,-9.04779e-12,1,um,Surface,Ellipsoid Axis A,1,366,
4.44231e-12,1.73934e-12,1,um,Surface,Ellipsoid Axis A,1,367,
1.57731e-11,5.47092e-12,1,um,Surface,Ellipsoid Axis A,1,368,
5.59147e-12,6.64817e-13,1,um,Surface,Ellipsoid Axis A,1,369,
-1.8233e-11,-3.28307e-12,1,um,Surface,Ellipsoid Axis A,1,370,
-3.64981e-12,-5.45134e-13,1,um,Surface,Ellipsoid Axis A,1,371,
-1.2964e-11,1.23748e-12,1,um,Surface,Ellipsoid Axis A,1,372,
1.53845e-11,-5.78909e-13,1,um,Surface,Ellipsoid Axis A,1,373,
1.7363e-11,2.94782e-12,1,um,Surface,Ellipsoid Axis A,1,374,
-3.18353e-12,1.62128e-12,1,um,Surface,Ellipsoid Axis A,1,375,
-4.39518e-11,-1.6838e-11,1,um,Surface,Ellipsoid Axis A,1,376,
-1.43399e-11,-7.40374e-12,1,um,Surface,Ellipsoid Axis A,1,377,
5.79392e-12,-1.60811e-12,1,um,Surface,Ellipsoid Axis A,1,378,
-1.45085e-11,-7.87226e-12,1,um,Surface,Ellipsoid Axis A,1,379,
-2.59668e-11,-1.3108e-11,1,um,Surface,Ellipsoid Axis A,1,380,
-2.53388e-11,7.96559e-12,1,um,Surface,Ellipsoid Axis A,1,381,
-2.31808e-12,-2.5066e-12,1,um,Surface,Ellipsoid Axis A,1,382,
2.20152e-12,-4.48173e-14,1,um,Surface,Ellipsoid Axis A,1,383,
-3.15042e-12,-2.03907e-12,1,um,Surface,Ellipsoid Axis A,1,384,
2.81722e-11,-1.17245e-11,1,um,Surface,Ellipsoid Axis A,1,385,
1.92088e-11,3.20766e-12,1,um,Surface,Ellipsoid Axis A,1,386,
1.2419e-12,-5.26379e-13,1,um,Surface,Ellipsoid Axis A,1,387,
4.60632e-12,-3.02836e-13,1,um,Surface,Ellipsoid Axis A,1,388,
2.4926e-11,1.27e-12,1,um,Surface,Ellipsoid Axis A,1,389,
6.85162e-11,-2.25704e-11,1,um,Surface,Ellipsoid Axis A,1,390,
8.00794e-12,-2.02636e-11,1,um,Surface,Ellipsoid Axis A,1,391,
-3.47258e-12,-2.2745e-12,1,um,Surface,Ellipsoid Axis A,1,392,
-1.40332e-11,3.02872e-12,1,um,Surface,Ellipsoid Axis A,1,393,
-2.73528e-12,1.3715e-12,1,um,Surface,Ellipsoid Axis A,1,394,
3.75628e-12,1.96589e-13,1,um,Surface,Ellipsoid Axis A,1,395,
6.02263e-12,3.49553e-12,1,um,Surface,Ellipsoid Axis A,1,396,
-7.68232e-12,3.83344e-12,1,um,Surface,Ellipsoid Axis A,1,397,
2.52225e-11,-4.84032e-12,1,um,Surface,Ellipsoid Axis A,1,398,
-1.22862e-12,1.73014e-11,1,um,Surface,Ellipsoid Axis A,1,399,
0,0,1,um,Surface,Ellipsoid Axis A,1,400,
8.89422e-12,1.22985e-12,1,um,Surface,Ellipsoid Axis A,1,401,
2.91868e-11,-1.03695e-11,1,um,Surface,Ellipsoid Axis A,1,402,
-2.64073e-11,-1.09949e-11,1,um,Surface,Ellipsoid Axis A,1,403,
8.22058e-11,3.00799e-12,1,um,Surface,Ellipsoid Axis A,1,404,
2.97607e-12,1.8011e-12,1,um,Surface,Ellipsoid Axis A,1,405,
1.91286e-11,4.52783e-12,1,um,Surface,Ellipsoid Axis A,1,406,
3.07039e-12,-1.75836e-12,1,um,Surface,Ellipsoid Axis A,1,407,
-9.53805e-11,2.63853e-11,1,um,Surface,Ellipsoid Axis A,1,408,
-7.41289e-12,8.06635e-12,1,um,Surface,Ellipsoid Axis A,1,409,
-3.77405e-12,-1.56179e-12,1,um,Surface,Ellipsoid Axis A,1,410,
2.62723e-11,5.41512e-12,1,um,Surface,Ellipsoid Axis A,1,411,
-6.52882e-12,-4.11401e-12,1,um,Surface,Ellipsoid Axis A,1,412,
-3.03394e-12,-2.25564e-12,1,um,Surface,Ellipsoid Axis A,1,413,
4.75529e-11,3.67255e-12,1,um,Surface,Ellipsoid Axis A,1,414,
1.63409e-14,1.64011e-12,1,um,Surface,Ellipsoid Axis A,1,415,
-1.52745e-11,4.77257e-12,1,um,Surface,Ellipsoid Axis A,1,416,
-1.29458e-11,2.31934e-12,1,um,Surface,Ellipsoid Axis A,1,417,
-6.35045e-12,3.21814e-12,1,um,Surface,Ellipsoid Axis A,1,418,
-1.87073e-13,-1.58643e-12,1,um,Surface,Ellipsoid Axis A,1,419,
-2.45755e-11,2.09686e-11,1,um,Surface,Ellipsoid Axis A,1,420,
-1.82614e-11,-1.29258e-12,1,um,Surface,Ellipsoid Axis A,1,421,
7.68583e-12,-7.19158e-12,1,um,Surface,Ellipsoid Axis A,1,422,
1.06845e-11,-5.22184e-13,1,um,Surface,Ellipsoid Axis A,1,423,
4.11379e-13,4.75357e-12,1,um,Surface,Ellipsoid Axis A,1,424,
-7.25739e-11,7.04967e-13,1,um,Surface,Ellipsoid Axis A,1,425,
-6.22343e-12,4.46369e-12,1,um,Surface,Ellipsoid Axis A,1,426,
4.77962e-11,1.50591e-12,1,um,Surface,Ellipsoid Axis A,1,427,
