
Center of Image Mass Ch=3 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,ID,
102805,34505.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,363,
102634,34668.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,364,
102712,34515.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,365,
102684,34547.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,366,
102771,34477.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,367,
102804,34441.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,368,
102647,34378.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,369,
102658,34394.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,370,
102734,34329.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,371,
102668,34403.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,372,
102796,34314.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,373,
102717,34405.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,374,
102664,34282.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,375,
102654,34349.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,376,
102699,34217.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,377,
102662,34257.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,378,
102692,34239,0.5,um,Surface,3,Center of Image Mass,Image 1,1,379,
102660,34053.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,380,
102699,34042.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,381,
102709,34059.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,382,
102663,34123.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,383,
102325,33791.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,384,
102335,33791,0.5,um,Surface,3,Center of Image Mass,Image 1,1,385,
102299,33831.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,386,
102324,33823,0.5,um,Surface,3,Center of Image Mass,Image 1,1,387,
102365,33797.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,388,
102350,33751.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,389,
102299,33799.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,390,
102315,33801.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,391,
102278,33832.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,392,
102292,33736.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,393,
102304,33775.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,394,
102338,33742.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,395,
102290,33622.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,396,
102301,33630.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,397,
102214,33737.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,398,
102243,33724.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,399,
102312,33672.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,400,
102262,33732.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,401,
102239,33756.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,402,
102315,33586.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,403,
102212,33702.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,404,
102274,33553.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,405,
102295,33541.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,406,
102312,33534.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,407,
102321,33524.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,408,
102290,33564.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,409,
102268,33476.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,410,
102287,33450.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,411,
102327,33432.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,412,
102292,33497.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,413,
102321,33375.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,414,
102294,33394.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,415,
102351,33341.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,416,
102339,33370.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,417,
102334,33378.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,418,
102348,33322.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,419,
102307,33373.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,420,
102318,33287.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,421,
102326,33285.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,422,
102312,33310.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,423,
102293,33355.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,424,
102336,33318.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,425,
102294,33368.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,426,
102334,33325.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,427,
